15 20                                                                                                                    
GRID_LEVEL   1 2                                                                                                                 
CRYSTAL                                                                                                                     
                                                                                                                     
read_board                                                                                                                     
b b b b b b b b b b b b b b b b b b b b b b b b b b b b b b b b b b b b b b b b                                                                              
0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 0 0 3 3 3 3 0 3 3 3 3 0 3 3 3 3 0 3 3 3 0                                                                              
0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 0 0 3 3 3 3 0 3 3 3 3 0 3 3 3 3 0 3 3 3 0                                                                              
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 3 3 3 0 3 3 3 3 0 3 3 3 3 0 3 3 3 0                                                                              
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 3 3 3 0 3 3 3 3 0 3 3 3 3 3 3 3 3 0                                                                              
0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 0 3 3 3 3 0 3 3 3 3 0 3 3 3 3 0 3 3 3 0                                                                              
0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 0 3 3 3 3 0 3 3 3 3 0 3 3 3 3 0 3 3 3 0                                                                              
0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 0 3 3 3 3 0 3 3 3 3 0 3 3 3 3 3 3 3 3 0                                                                              
0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 0 3 3 3 3 0 3 3 3 3 0 3 3 3 3 0 3 3 3 0                                                                              
0 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 3 3 3 3 0 3 3 3 3 3 3 3 3 3 0 3 3 3 0                                                                              
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0                                                                              
